,Unnamed: 0,bookID,title,authors,average_rating,isbn,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
2331,2331,8522,For Kicks,Dick Francis,4.0,425194981,eng,292,3062,94,03-02-2004 00:00,G.P. Putnam's Sons
2332,2332,8523,Forfeit,Dick Francis,3.94,425201910,eng,256,2538,63,05-04-2005 00:00,G.P. Putnam's Sons
2333,2333,8525,Dead Cert,Dick Francis,3.97,425194973,eng,277,4964,124,06-01-2004 00:00,G.P. Putnam's Sons
2334,2334,8528,Rat Race,Dick Francis,3.98,425210766,eng,304,2400,93,05-07-2006 00:00,G.P. Putnam's Sons
2335,2335,8529,Reflex,Dick Francis,4.07,425206955,eng,304,4675,129,04-10-2005 00:00,G.P. Putnam's Sons
2336,2336,8532,Decider,Dick Francis,3.99,042519938X,eng,341,3461,133,07-12-2004 00:00,G.P. Putnam's Sons
2337,2337,8533,Slay Ride,Dick Francis,3.82,425196739,en-US,288,2215,60,06-04-2004 00:00,G.P. Putnam's Sons
2338,2338,8536,Bonecrack,Dick Francis,4.0,425208850,eng,304,2910,84,06-06-2006 00:00,G.P. Putnam's Sons
2339,2339,8537,Nerve,Dick Francis,4.04,515123463,eng,320,3581,113,01-09-1998 00:00,Jove
2340,2340,8538,Break In (Kit Fielding  #1),Dick Francis,4.05,425199932,eng,320,3758,128,04-01-2005 00:00,G.P. Putnam's Sons
2341,2341,8540,Blood Sport,Dick Francis,3.89,425199169,eng,288,4600,113,02-11-2004 00:00,G.P. Putnam's Sons
2342,2342,8541,Straight,Dick Francis,4.05,042520846X,eng,320,3513,143,07-02-2006 00:00,G.P. Putnam's Sons
2343,2343,8542,10 lb Penalty,Dick Francis,3.9,042519745X,eng,320,3490,177,03-08-2004 00:00,G.P. Putnam's Sons
2344,2344,8544,Trial Run,Dick Francis,3.83,425199835,eng,272,2004,54,07-09-2004 00:00,G.P. Putnam's Sons
2345,2345,8545,Wild Horses,Dick Francis,3.91,425196747,eng,352,2935,154,04-05-2004 00:00,G.P. Putnam's Sons
2346,2346,8546,Field of Thirteen,Dick Francis,3.73,042519499X,eng,304,2053,85,02-03-2004 00:00,G.P. Putnam's Sons
2347,2347,8548,Driving Force,Dick Francis,3.96,449221393,eng,384,2635,107,29-12-1993 00:00,Fawcett Books
2348,2348,8551,Flying Finish,Dick Francis,3.97,515125601,eng,276,2587,89,01-08-1999 00:00,Jove
2349,2349,8552,Bolt (Kit Fielding  #2),Dick Francis,4.04,425202887,eng,288,5043,121,03-05-2005 00:00,G.P. Putnam's Sons
2350,2350,8557,Come to Grief (Sid Halley  #3),Dick Francis,4.01,425207188,eng,384,3786,134,06-12-2005 00:00,G.P. Putnam's Sons
2351,2351,8559,Enquiry,Dick Francis,3.96,425197050,en-US,272,96,4,06-07-2004 00:00,G.P. Putnam's Sons
2352,2352,8568,Odds Against (Sid Halley  #1),Dick Francis,4.06,425198006,eng,288,3749,130,01-02-2005 00:00,G.P. Putnam's Sons
2353,2353,8572,Banker,Dick Francis,4.06,718132386,eng,288,3092,132,03-10-2000 00:00,Michael Joseph
2354,2354,8574,Whip Hand (Sid Halley  #2),Dick Francis,4.1,425203549,eng,304,5108,143,07-06-2005 00:00,G.P. Putnam's Sons
2355,2355,8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,449213307,eng,468,82,2,12-07-1987 00:00,Fawcett
2356,2356,8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,449220494,eng,221,64,3,22-03-1992 00:00,Fawcett
2357,2357,8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,399143068,eng,707,32,0,10-11-1997 00:00,Putnam Adult
2358,2358,8586,Odds Against,Dick Francis,4.06,515125512,eng,277,56,4,01-04-2000 00:00,Jove
2359,2359,8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,399244913,eng,32,1371,205,25-07-2006 00:00,G.P. Putnam's Sons Books for Young Readers
2360,2360,8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,1861979339,eng,214,204,30,24-10-2005 00:00,Profile Books
2361,2361,8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,778801462,eng,606,155,16,14-09-2006 00:00,Robert Rose
2362,2362,8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,393325172,en-US,459,541,95,17-10-2003 00:00,W. W. Norton  Company
2363,2363,8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,393325539,eng,168,96,13,17-10-2003 00:00,W. W. Norton  Company
2364,2364,8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,786177837,eng,10,3659,80,01-10-2005 00:00,Blackstone Audiobooks
2365,2365,8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,60584084,eng,372,799,31,28-02-2006 00:00,Avon
2366,2366,8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,415936845,eng,278,26,0,14-10-2001 00:00,Routledge
2367,2367,8645,Stanley Park,Timothy  Taylor,3.57,1582432902,eng,436,1818,89,25-09-2003 00:00,Counterpoint LLC
2368,2368,8646,Crow Lake,Mary Lawson,3.88,385337639,eng,324,14109,1591,13-01-2003 00:00,Dial Press Trade Paperback
2369,2369,8648,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,312861877,eng,592,119937,3139,15-07-1996 00:00,Tor Books
2370,2370,8656,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,786712341,eng,320,148,6,11-11-2003 00:00,Da Capo Press
2371,2371,8660,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,3.92,142002720,eng,224,18,4,03-09-2002 00:00,Penguin Books
2372,2372,8661,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,8497643658,eng,192,116,11,01-04-2005 00:00,Edimat Libros
2373,2373,8675,Wild Ducks Flying Backward,Tom Robbins,3.55,553383531,eng,272,5768,262,29-08-2006 00:00,Bantam
2374,2374,8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,684845776,eng,448,25135,420,22-12-1997 00:00,Free Press
2375,2375,8677,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,721601944,en-US,432,55,6,12-11-2004 00:00,Saunders
2376,2376,8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,en-US,445,24792,1139,29-05-2001 00:00,Bantam
2377,2377,8682,Jitterbug Perfume,Tom Robbins,4.25,1842430351,eng,342,54516,2721,09-04-2001 00:00,No Exit Press
2378,2378,8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,345418905,eng,224,166574,2192,26-04-2005 00:00,Del Rey
2379,2379,8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,330491237,eng,167,93997,1394,08-03-2002 00:00,Picador USA
2380,2380,8703,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,739332074,eng,6,493,95,01-06-2006 00:00,Random House Audio Publishing Group
2381,2381,8704,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.6,2290053651,fre,189,8790,152,30-11-2001 00:00,J'ai Lu
2382,2382,8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,330491199,eng,180,3115,306,08-03-2002 00:00,Picador USA
2383,2383,8710,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,517599244,eng,96,294,19,11-10-1994 00:00,Harmony
2384,2384,8712,Margaret Atwood: The Handmaid's Tale,HÌ©lÌ¬ne Greven-Borde,4.27,2864603497,fre,108,2122,86,01-11-1998 00:00,Klincksieck
2385,2385,8713,Point to Point Navigation,Gore Vidal,3.7,385517211,eng,277,621,90,07-11-2006 00:00,Doubleday Books
2386,2386,8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,1594865671,eng,328,5783,433,24-05-2006 00:00,Rodale Books
2387,2387,8715,Palimpsest,Gore Vidal,3.99,140260897,en-US,448,1485,94,01-09-1996 00:00,Penguin Books
2388,2388,8716,Lincoln,Gore Vidal,4.21,375708766,eng,672,7326,430,15-02-2000 00:00,Vintage
2389,2389,8722,Burr,Gore Vidal,4.07,375708731,eng,430,7265,526,15-02-2000 00:00,Vintage
2390,2390,8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,375758739,eng,302,17939,947,09-04-2002 00:00,Random House Trade
2391,2391,8726,Comfort Me With Apples,Ruth Reichl,4.04,965193772,eng,299,15,3,01-01-2001 00:00,Random house
2392,2392,8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,eng,506,8966,454,01-03-1998 00:00,Simon  Schuster
2393,2393,8738,Her Last Temptation,Leslie Kelly,3.59,373692285,eng,207,112,5,31-05-2005 00:00,Harlequin Temptation
2394,2394,8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,312936915,eng,496,4991,271,01-03-2005 00:00,St. Martin's Paperbacks
2395,2395,8742,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,571178561,eng,589,114,14,10-11-1995 00:00,Faber  Faber
2396,2396,8744,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,1844080080,en-GB,240,2011,84,01-06-2004 00:00,Virago UK
2397,2397,8745,Desert Flower,Waris Dirie/Cathleen Miller,4.15,688172377,eng,240,11981,735,15-03-2011 00:00,William Morrow Paperbacks
2398,2398,8746,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,1844082520,en-US,240,509,25,01-11-2005 00:00,Virago UK
2400,2400,8758,The Beach,Joanna Strange,3.84,582435676,eng,112,68,9,19-02-2001 00:00,Longman
2401,2401,8761,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,91881803,eng,340,123,12,08-11-2001 00:00,Ebury Press
2402,2402,8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,307264556,eng,137,38506,4719,01-08-2006 00:00,Knopf Publishing Group
2403,2403,8766,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,345487427,eng,217,506,53,26-12-2006 00:00,Ballantine Books
2404,2404,8767,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,789488779,eng,36,24,3,15-02-2003 00:00,DK Publishing
2405,2405,8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,60245603,en-US,40,4171,518,31-07-2007 00:00,HarperCollins
2406,2406,8770,My First Word Touch and Feel,Anne Millard,3.79,789479311,eng,12,24,6,19-09-2001 00:00,DK Children
2407,2407,8771,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,807588970,eng,24,113,4,01-01-2000 00:00,Albert Whitman  Company
2408,2408,8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4.0,786818727,eng,10,39,7,01-11-2003 00:00,Disney Press
2409,2409,8787,The White Masai,Corinne Hofmann/Peter Millar,3.45,61131520,eng,320,4504,491,10-10-2006 00:00,Amistad
2410,2410,8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis SepÌ¼lveda/Chris Sheban/Margaret Sayers Peden,4.14,439401879,eng,128,5097,219,01-08-2006 00:00,Scholastic Paperbacks
2412,2412,8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,486428400,eng,260,1253,54,23-04-2003 00:00,Dover Publications
2413,2413,8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,486437450,eng,275,478,30,10-09-2004 00:00,Dover Publications
2414,2414,8808,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,486280233,eng,96,275,19,20-05-1994 00:00,Dover Publications
2415,2415,8809,The Wanting Seed,Anthony Burgess,3.71,393315088,en-US,288,5423,293,17-12-1996 00:00,W. W. Norton  Company
2416,2416,8810,A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,141182601,eng,159,5366,524,24-02-2000 00:00,Penguin Classics
2417,2417,8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,eng,149,1422,124,03-09-1998 00:00,Penguin Books
2418,2418,8813,Clockwork Orange,Anthony Burgess,3.99,345316413X,ger,235,65,7,01-03-2000 00:00,Heyne
2419,2419,8814,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,413735907,eng,51,28,2,10-03-2017 00:00,Methuen Drama
2420,2420,8818,One Hand Clapping,Anthony Burgess,3.82,786706317,eng,224,1008,51,15-07-1999 00:00,Da Capo Press
2421,2421,8820,The Doctor is Sick,Anthony Burgess,3.62,393316025,eng,260,966,39,17-08-1997 00:00,W.W. Norton  Company
2422,2422,8822,Earthly Powers,Anthony Burgess,4.16,99468646,eng,649,2116,157,06-05-2004 00:00,Vintage Classics
2423,2423,8829,Past Mortem,Ben Elton,3.75,552771236,eng,460,4422,211,02-05-2005 00:00,Black Swan
2424,2424,8834,This Other Eden,Ben Elton,3.72,055277183X,eng,400,2292,69,01-07-2003 00:00,Black Swan
2426,2426,8848,Le Petit Prince,Antoine de Saint-ExupÌ©ry,4.31,2070513289,fre,123,366,19,01-02-2004 00:00,Gallimard Jeunesse
2427,2427,8852,Macbeth,William Shakespeare,3.9,743477103,eng,249,592315,7791,01-07-2013 00:00,Simon  Schuster
2428,2428,8853,Macbeth,William Shakespeare/Alan Durband,3.9,812035712,eng,224,296,20,01-04-1985 00:00,Barrons Educational Series
2429,2429,8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.79,446606987,eng,198,3280,188,01-06-1999 00:00,Warner Books
2430,2430,8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,446614890,en-US,227,3318,204,01-01-2005 00:00,Warner Books
2431,2431,8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,eng,194,5757,321,01-07-2005 00:00,Warner Books
2432,2432,8860,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.59,764586025,en-US,112,25,2,30-05-2000 00:00,Cliffs Notes
2433,2433,8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,446608289,eng,214,3015,167,01-03-2001 00:00,Warner Books
2434,2434,8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,eng,333,2330,252,13-06-2006 00:00,Harper Perennial
2435,2435,8865,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,448439042,eng,105,755,94,28-12-2006 00:00,Grosset & Dunlap
2436,2436,8875,Planet of the Apes,Pierre Boulle/Xan Fielding,3.95,517209489,en-US,192,88,14,06-06-2000 00:00,Wings
2437,2437,8879,Planet of the Apes: Colony,William T. Quick,3.62,60086211,eng,288,24,1,25-03-2003 00:00,HarperEntertainment
2438,2438,8880,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,1569716684,eng,80,8,2,05-03-2002 00:00,Dark Horse Comics
2439,2439,8881,Planet of the Apes: The Fall,William T. Quick,2.92,60086203,eng,288,53,2,04-06-2002 00:00,HarperEntertainment
2440,2440,8889,Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,3.0,345251679,eng,0,10,2,12-04-1976 00:00,Ballantine Books
2441,2441,8891,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,345251229,eng,183,12,1,01-06-1976 00:00,Ballantine Books
2442,2442,8895,Planet of the Apes: The Human War,Ian Edginton,3.28,184023380X,eng,72,1,1,27-07-2001 00:00,Titan Books Ltd
2443,2443,8901,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,891901639,eng,158,461,10,01-06-1973 00:00,Award Books
2444,2444,8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,eng,342,370331,20582,12-09-2006 00:00,Crown
2445,2445,8909,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,375759239,eng,192,196425,4549,12-03-2002 00:00,Modern Library
2446,2446,8910,The Second World War: A Complete History,Martin  Gilbert,4.2,805076239,eng,928,919,44,01-06-2004 00:00,Holt McDougal
2447,2447,8915,A Short History of World War II,James L. Stokesbury,3.95,688085873,eng,416,472,41,01-01-1980 00:00,William Morrow Paperbacks
2448,2448,8916,The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.14,517052253,eng,0,45,1,24-06-1987 00:00,Random House Value Publishing
2449,2449,8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,486215318,eng,320,60,4,24-11-2011 00:00,Dover Publications
2450,2450,8919,The Invisible Man,H.G. Wells,3.64,439574277,eng,208,333,23,01-09-2004 00:00,Scholastic Paperbacks
2451,2451,8921,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,451528018,eng,256,191128,4802,01-07-2001 00:00,Signet
2452,2452,8922,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,9626343346,eng,5,135,20,30-03-2005 00:00,Naxos Audiobooks
2453,2453,8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,763630640,eng,272,66,7,22-08-2006 00:00,Candlewick Press
2454,2454,8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,1596792507,en-US,237,33,1,01-01-2005 00:00,Abdo Publishing Company
2455,2455,8930,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,1401301959,eng,320,7653,90,14-11-2006 00:00,Hachette Books
2456,2456,8931,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,1401301940,eng,336,4296,51,03-11-2004 00:00,Hachette Books
2457,2457,8951,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,316016659,eng,272,18536,350,06-09-2006 00:00,Little  Brown Books for Young Readers
2458,2458,8953,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,439286069,eng,169,41589,4153,01-06-2001 00:00,Scholastic Paperbacks
2459,2459,8954,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,142002267,eng,372,4748,597,30-07-2002 00:00,Penguin Books
2460,2460,8960,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,316905747,eng,208,26461,587,01-09-2003 00:00,Little  Brown Young Readers
2461,2461,8964,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,1577780728,eng,383,19217,271,15-01-1999 00:00,Albury Publishing
2462,2462,8967,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,eng,202,24590,525,18-01-2008 00:00,Little  Brown Books for Young Readers
2463,2463,8969,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,446695602,en-US,320,492,32,05-10-2005 00:00,FaithWords
2464,2464,8971,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,1560258012,eng,371,139,25,29-12-2006 00:00,Thunder's Mouth Press Books
2465,2465,8974,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,3.88,226063127,eng,336,210,18,15-05-1990 00:00,University of Chicago Press
2466,2466,8976,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,1577782089,eng,184,591,29,01-11-2001 00:00,Bethany House Publishers
2467,2467,8978,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,823016625,eng,144,31,1,01-06-2004 00:00,Watson-Guptill Publications
2468,2468,8988,Jesus Freaks,Andre Duza,3.69,976249871,eng,390,55,7,20-04-2006 00:00,Deadite Press (Eraserhead Press)
2469,2469,8991,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,3.55,1588993000,eng,184,112,9,01-07-2005 00:00,Dr. Master Productions Inc.
2470,2470,9005,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,1583227202,eng,234,1458,175,02-05-2006 00:00,Seven Stories Press
2471,2471,9006,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,767916034,eng,222,8410,751,12-09-2006 00:00,Anchor Books
2472,2472,9010,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,806527285,eng,288,49042,4140,01-01-2006 00:00,Citadel
2473,2473,9012,Holidays on Ice,David Sedaris,3.92,316779237,eng,134,3590,251,01-11-1998 00:00,Back Bay
2474,2474,9013,The Long Walk: The True Story of a Trek to Freedom,Sâawomir Rawicz,4.21,1592289444,eng,256,11841,1766,01-04-2006 00:00,Lyons Press
2475,2475,9014,The Long Walk,Richard Bachman/Stephen King,4.11,451196716,eng,370,94303,4453,01-04-1999 00:00,Signet
2476,2476,9018,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,4.33,1586216880,eng,6,79,16,01-12-2004 00:00,Little  Brown & Company
2477,2477,9019,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,1879373564,eng,128,56,11,01-07-1994 00:00,Roberts Rinehart Publishers
2478,2478,9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,553813536,eng,496,1278,207,01-04-2004 00:00,Bantam Press
2479,2479,9031,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,385602731,eng,447,283,37,03-03-2003 00:00,Doubleday
2480,2480,9051,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,394705122,eng,224,977,71,12-03-1964 00:00,Vintage
